# Sensor Комендантский проспект, округ Коломяги, Russia (Citizen Science project sensor.community/82410)
# https://aqicn.org/station/@410605/
# Daily pm25
date,min,max,median,q1,q3,stdev,count
2024-07-21T00:00:00.000Z,3.05,6.88,4.34,3.95,4.8,0.69,1375
2024-07-22T00:00:00.000Z,1.6,502.33,2.72,2.27,3.65,109.33,1267
2024-07-23T00:00:00.000Z,1.73,85.07,2.6,2.33,3,16.497,1227
2024-07-24T00:00:00.000Z,2.02,574.72,2.65,2.45,3.25,133.225,1250
2024-07-25T00:00:00.000Z,1.95,404.5,2.9,2.65,3.63,92.252,1220
2024-07-26T00:00:00.000Z,2.4,266.6,3.8,2.97,4.5,51.533,1204
2024-07-27T00:00:00.000Z,1.88,21.85,4.18,2.72,5.6,2.359,1150
2024-07-28T00:00:00.000Z,1.5,156.88,2.74,2.2,3.47,28.936,1250
2024-07-29T00:00:00.000Z,1.73,245.8,2.7,2.29,5.6,46.888,1236
2024-07-30T00:00:00.000Z,1.6,6.32,2.63,2.1,3.25,1.208,743
2024-07-31T00:00:00.000Z,1.4,4.84,2.5,1.9,2.9,0.639,1224
2024-08-01T00:00:00.000Z,1,13.5,1.98,1.75,2.22,0.939,1241
2024-08-02T00:00:00.000Z,0.7,2.85,1.65,1.4,1.9,0.371,1277
2024-08-03T00:00:00.000Z,1.3,68.7,2.4,2.1,2.83,6.985,1282
2024-08-04T00:00:00.000Z,2,168.6,3.33,3.03,3.7,22.4,1200
2024-08-05T00:00:00.000Z,2.4,149,5.2,3.13,6.67,26.877,1209
2024-08-06T00:00:00.000Z,1.9,170.4,4.07,2.8,4.75,31.362,1191
2024-08-07T00:00:00.000Z,1.63,158.38,3.85,2.5,4.78,24.469,1203
2024-08-08T00:00:00.000Z,1.83,378.55,3.25,2.5,3.92,77.381,1170
2024-08-09T00:00:00.000Z,1.95,553.08,2.7,2.5,3.09,107.124,1057
2024-08-10T00:00:00.000Z,0.8,3.67,2.22,1.59,2.67,0.642,1124
2024-08-11T00:00:00.000Z,0.45,3.47,1.17,1.02,1.3,0.247,1223
2024-08-12T00:00:00.000Z,0.17,205.45,0.95,0.7,2,34.86,1219
2024-08-13T00:00:00.000Z,0.9,342.25,1.95,1.65,2.92,66.672,1152
2024-08-14T00:00:00.000Z,1.7,9.25,2.92,2.33,3.25,0.752,739
2024-08-15T00:00:00.000Z,1.2,388.02,2.5,2.13,2.8,59.987,741
2024-08-16T00:00:00.000Z,1.8,18.73,2.4,2.2,2.83,1.416,662
2024-08-17T00:00:00.000Z,1.85,50.75,2.5,2.29,2.78,4.455,942
2024-08-18T00:00:00.000Z,0.85,84.93,1.75,1.5,2.25,17.126,1055
2024-08-19T00:00:00.000Z,1.4,35.5,2,1.8,2.42,2.707,1060
2024-08-20T00:00:00.000Z,1.2,184.6,2.2,1.92,2.58,25.595,936
2024-08-21T00:00:00.000Z,1.52,314.48,2.47,2.15,2.92,43.297,966
2024-08-22T00:00:00.000Z,1.6,8,2.6,2.15,5.4,1.863,1114
2024-08-23T00:00:00.000Z,0.75,3.22,1.7,1.42,1.95,0.454,1200
2024-08-24T00:00:00.000Z,1.3,18.92,2.15,1.8,2.85,1.357,1154
2024-08-25T00:00:00.000Z,1.3,141.52,2.79,1.95,4.13,25.89,1122
2024-08-26T00:00:00.000Z,1.3,133.07,2.45,2.02,4.93,24.222,1082
2024-08-27T00:00:00.000Z,2.1,41.5,5.28,2.85,6.55,5.778,1093
2024-08-28T00:00:00.000Z,2.25,85.95,4.4,3.13,5.31,11.962,1060
2024-08-29T00:00:00.000Z,2.8,107.53,4.5,4.09,7.1,21.936,992
2024-08-30T00:00:00.000Z,5.82,107.97,7.72,7.05,8.68,19.234,1088
2024-08-31T00:00:00.000Z,1.3,11.98,2.7,2,7.65,2.922,1123
2024-09-01T00:00:00.000Z,1.7,126.95,2.9,2.54,3.33,19.959,1125
2024-09-02T00:00:00.000Z,2.1,9.35,5.78,3.4,7.32,2.051,1085
2024-09-03T00:00:00.000Z,4.32,139.8,7.38,5.9,8.43,24.511,1083
2024-09-04T00:00:00.000Z,4.38,121.9,6.9,5.78,7.85,24.494,1030
2024-09-05T00:00:00.000Z,2.7,192.57,5.53,4.43,6.82,36.828,1101
2024-09-06T00:00:00.000Z,2.42,162.52,5.09,3.83,6.15,26.898,1096
2024-09-07T00:00:00.000Z,2.1,182.77,3.63,3.13,4.26,30.389,956
2024-09-08T00:00:00.000Z,2.8,91.85,5.85,4.45,6.82,17.838,1126
2024-09-09T00:00:00.000Z,2.72,111.5,4.82,3.63,5.75,17.957,1144
2024-09-10T00:00:00.000Z,2.54,64.8,3.75,3.38,4.25,10.236,1057
2024-09-11T00:00:00.000Z,2.9,14.18,4.13,3.63,4.84,1.319,1010
2024-09-12T00:00:00.000Z,3.63,24.4,5.93,4.75,6.85,2.489,1165
2024-09-13T00:00:00.000Z,3.13,53.13,4.7,4.18,6.03,8.464,1102
2024-09-14T00:00:00.000Z,3.1,11.95,4.57,4,5.6,1.298,1234
2024-09-15T00:00:00.000Z,2.65,21.58,4.2,3.63,4.82,1.985,1237
2024-09-16T00:00:00.000Z,2.4,7.85,4.7,3.45,5.45,1.148,1292
2024-09-17T00:00:00.000Z,2.6,37.33,5.6,4.65,7.05,4.325,1237
2024-09-18T00:00:00.000Z,1.1,16.88,3.5,1.6,6.75,3.196,1221
2024-09-19T00:00:00.000Z,1.02,34.04,1.88,1.67,2.25,5.447,1204
2024-09-20T00:00:00.000Z,1.2,39.97,1.88,1.7,2.04,5.404,1216
2024-09-21T00:00:00.000Z,0.52,37.85,1.63,1.33,1.98,3.821,1227
2024-09-22T00:00:00.000Z,0.1,28.4,1.12,0.77,1.52,3.974,1243
2024-09-23T00:00:00.000Z,0.85,13.32,1.5,1.35,1.73,1.366,1202
2024-09-24T00:00:00.000Z,1.35,12.75,4.07,1.9,5.3,1.866,1201
2024-09-25T00:00:00.000Z,2.72,20.42,5.5,3.78,6.13,2.146,1211
2024-09-26T00:00:00.000Z,2,4.4,3.08,2.83,3.3,0.36,1323
2024-09-27T00:00:00.000Z,1.1,3.9,2.6,2.29,2.95,0.539,994
2024-09-28T00:00:00.000Z,0.7,9.35,1.25,1.1,1.4,0.342,915
2024-09-29T00:00:00.000Z,0,2.54,0.77,0.47,1.05,0.46,1303
2024-09-30T00:00:00.000Z,0.1,2.5,0.68,0.43,1.6,0.617,750
2024-10-01T00:00:00.000Z,0.4,9.02,1.45,1.1,2,0.933,1280
2024-10-02T00:00:00.000Z,0.4,4.13,1.52,1.1,2.29,0.866,1322
2024-10-03T00:00:00.000Z,1.25,4.5,1.98,1.73,3,0.717,1314
2024-10-04T00:00:00.000Z,0.7,3.4,1.4,1.3,1.74,0.462,1349
2024-10-05T00:00:00.000Z,0.22,7.65,1.6,1.3,1.85,0.645,1280
2024-10-06T00:00:00.000Z,0.93,3.3,1.7,1.45,2.22,0.487,1316
2024-10-07T00:00:00.000Z,0.22,2.95,1.3,0.85,1.55,0.411,1332
2024-10-08T00:00:00.000Z,0.22,2.2,1,0.8,1.17,0.288,1300
2024-10-09T00:00:00.000Z,0.7,2.92,1.5,1.3,1.63,0.26,1300
2024-10-10T00:00:00.000Z,0.43,6.28,2.1,1.14,4.34,1.665,1291
2024-10-11T00:00:00.000Z,1.27,5.93,2.4,1.8,4.59,1.467,1276
2024-10-12T00:00:00.000Z,0.55,9.3,1.6,1.12,2.88,1.141,1278
2024-10-13T00:00:00.000Z,0.73,5.93,2,1.5,3.88,1.297,1330
2024-10-14T00:00:00.000Z,0.7,4.5,2.4,1.91,3.17,0.803,1324
2024-10-15T00:00:00.000Z,0.38,4.57,1.4,1.1,2.42,0.864,1282
2024-10-16T00:00:00.000Z,0.2,1.55,0.8,0.7,0.9,0.189,1346
2024-10-17T00:00:00.000Z,0.38,2.4,1.23,1.08,1.48,0.279,1292
2024-10-18T00:00:00.000Z,0.98,13.77,1.5,1.4,1.7,1.195,1276
2024-10-19T00:00:00.000Z,1,6.03,2.1,1.5,2.47,0.698,1273
2024-10-20T00:00:00.000Z,1.5,16,2.22,2,2.5,0.937,1286
2024-10-21T00:00:00.000Z,1.6,5.2,2.29,2,2.6,0.69,916
2024-10-22T00:00:00.000Z,1.5,4.09,2.22,2.04,2.5,0.398,1299
2024-10-23T00:00:00.000Z,0.08,3.25,1.25,0.65,1.73,0.615,1352
2024-10-24T00:00:00.000Z,0.2,2.54,1.1,0.93,1.35,0.308,1288
2024-10-25T00:00:00.000Z,1.1,5.93,2.02,1.7,3,1.012,1134
2024-10-26T00:00:00.000Z,1.05,9.57,3.96,2.4,6.8,2.16,1272
2024-10-27T00:00:00.000Z,2.25,8.05,3.13,2.8,4.18,1.301,1270
2024-10-28T00:00:00.000Z,0.45,3.95,1.25,1.02,1.77,0.708,1259
2024-10-29T00:00:00.000Z,0.03,2.2,0.88,0.7,1.02,0.247,1312
2024-10-30T00:00:00.000Z,0.17,1.8,0.75,0.6,0.95,0.262,1289
2024-10-31T00:00:00.000Z,0.03,2.4,0.56,0.4,0.73,0.26,1274
2024-11-01T00:00:00.000Z,0.3,4.22,1.8,1.3,2.67,0.879,1279
2024-11-02T00:00:00.000Z,0.1,2.33,0.95,0.75,1.2,0.342,1252
2024-11-03T00:00:00.000Z,0.13,4.28,1.2,0.68,2.04,0.971,1232
2024-11-04T00:00:00.000Z,0,2.1,0.75,0.6,0.95,0.276,1126
2024-11-05T00:00:00.000Z,0.4,5.63,2.7,1.2,3.3,1.274,975
2024-11-06T00:00:00.000Z,0.5,4.7,1.17,0.93,1.45,0.799,978
2024-11-07T00:00:00.000Z,0.7,2.38,1.4,1.25,1.5,0.245,1205
2024-11-08T00:00:00.000Z,0.6,2.35,1.2,1,1.4,0.326,1014
2024-11-09T00:00:00.000Z,0.6,4.18,1.3,1.08,1.73,0.636,842
2024-11-10T00:00:00.000Z,1.17,4.45,2.1,1.76,2.94,0.694,772
2024-11-11T00:00:00.000Z,2.1,8.77,4.28,3.78,5.37,1.298,925
2024-11-12T00:00:00.000Z,0.6,3.75,1.48,1.2,2.08,0.636,628
2024-11-13T00:00:00.000Z,0.45,3.72,1.7,1.3,2.15,0.662,783
2024-11-14T00:00:00.000Z,0.7,2.7,1.4,1.23,1.6,0.318,717
2024-11-15T00:00:00.000Z,0.3,3.72,1.6,1.17,1.9,0.599,983
2024-11-16T00:00:00.000Z,0.28,8.48,1.75,1.35,2.5,0.911,1055
2024-11-17T00:00:00.000Z,0.32,2.67,1.17,1,1.35,0.296,1065
2024-11-18T00:00:00.000Z,0.03,1.3,0.63,0.45,0.8,0.227,1017
2024-11-19T00:00:00.000Z,0.45,4.59,2.15,1.55,2.7,0.777,914
2024-11-20T00:00:00.000Z,0.63,3.97,2,1.27,2.65,0.789,902
2024-11-21T00:00:00.000Z,0.35,2.27,1.23,1,1.4,0.31,785
2024-11-22T00:00:00.000Z,0.35,2.92,1.55,0.98,2.02,0.589,844
2024-11-23T00:00:00.000Z,0.52,3.03,2.04,1.65,2.25,0.438,689
2024-11-24T00:00:00.000Z,0.3,2.35,1.1,0.82,1.5,0.429,882
2024-11-25T00:00:00.000Z,0.75,4.13,2.39,1.27,3.13,0.927,906
2024-11-26T00:00:00.000Z,2.2,3.8,2.8,2.65,3,0.251,1268
2024-11-27T00:00:00.000Z,1.73,6.22,4.34,2.88,4.8,1.058,1294
2024-11-28T00:00:00.000Z,3.15,6.05,4.09,3.78,4.57,0.592,535
2024-11-29T00:00:00.000Z,0.65,1.73,1.1,1,1.2,0.156,196
2024-11-30T00:00:00.000Z,0.47,4.97,1.3,1,1.83,0.782,1408
2024-12-01T00:00:00.000Z,0.73,4,2.08,1.73,2.4,0.57,1051
2024-12-02T00:00:00.000Z,2.4,5.47,3.9,3.5,4.22,0.536,1405
2024-12-03T00:00:00.000Z,0.03,6.4,2.67,0.93,3.97,1.682,1382
2024-12-04T00:00:00.000Z,0.2,4.32,1.67,1.2,2.88,0.939,1304
2024-12-05T00:00:00.000Z,1.6,7.22,2.7,2.2,3.22,1.098,1396
2024-12-06T00:00:00.000Z,0.6,4.45,2.9,2.1,3.15,0.786,1393
2024-12-07T00:00:00.000Z,2.54,5.22,3.65,3.33,4.03,0.462,1309
2024-12-08T00:00:00.000Z,2.02,5.22,3.65,3.15,4.05,0.611,1263
2024-12-09T00:00:00.000Z,1.2,5.78,3.05,2.17,4.2,1.122,1364
2024-12-10T00:00:00.000Z,0.65,8.25,1.65,1.33,1.98,1.103,1300
2024-12-11T00:00:00.000Z,0.3,2.63,1,0.82,1.27,0.359,1351
2024-12-12T00:00:00.000Z,0.1,3.1,0.7,0.52,0.85,0.379,1366
2024-12-13T00:00:00.000Z,0.2,4.18,1.3,1,1.63,0.613,1260
2024-12-14T00:00:00.000Z,1.4,4.3,2.2,1.94,2.6,0.503,1201
2024-12-15T00:00:00.000Z,1.25,6.53,2.33,1.95,4.28,1.347,1305
2024-12-16T00:00:00.000Z,0.2,4.2,1.7,0.82,2.47,0.885,1184
2024-12-17T00:00:00.000Z,0.4,117.18,1.5,1.2,1.98,5.295,1218
2024-12-18T00:00:00.000Z,0.6,5.78,1.98,1.6,2.72,1.037,1260
2024-12-19T00:00:00.000Z,1.2,3.1,1.9,1.69,2.1,0.292,569
2024-12-20T00:00:00.000Z,0.2,2.78,1.3,1.05,1.7,0.46,1030
2024-12-21T00:00:00.000Z,0.1,2.47,1.2,0.88,1.4,0.368,1242
2024-12-22T00:00:00.000Z,0.77,4.5,2.5,1.4,3.05,0.871,1339
2024-12-23T00:00:00.000Z,1.65,4.38,2.63,2.2,3.33,0.645,1327
2024-12-24T00:00:00.000Z,1.67,4.63,2.83,2.27,3.33,0.665,1279
2024-12-25T00:00:00.000Z,0.43,4.3,1.6,1.27,2.02,0.75,1399
2024-12-26T00:00:00.000Z,0.1,2.67,1.12,0.9,1.4,0.476,1392
2024-12-27T00:00:00.000Z,0.47,4.34,2.59,1.65,3.1,0.876,1388
2024-12-28T00:00:00.000Z,0.7,3.55,1.7,1.48,2.13,0.524,1366
2024-12-29T00:00:00.000Z,0.1,2.1,0.93,0.7,1.14,0.348,1123
2024-12-30T00:00:00.000Z,0,2.35,0.77,0.56,1.1,0.426,600
2024-12-31T00:00:00.000Z,0.1,1.48,0.56,0.45,0.7,0.209,955
2025-01-01T00:00:00.000Z,0.2,1.8,1,0.8,1.2,0.275,1308
2025-01-02T00:00:00.000Z,0.13,2.45,1.05,0.72,1.35,0.396,1388
2025-01-03T00:00:00.000Z,0.32,2.92,1.52,1.2,1.9,0.472,1345
2025-01-04T00:00:00.000Z,0.32,5,2,1.58,2.42,0.835,1371
2025-01-05T00:00:00.000Z,0.35,2.88,1.2,0.93,1.52,0.438,1363
2025-01-06T00:00:00.000Z,0.85,4.43,1.98,1.7,2.38,0.563,1384
2025-01-07T00:00:00.000Z,1.9,7.15,2.96,2.52,5,1.39,1390
2025-01-08T00:00:00.000Z,1.38,5.55,2.47,2.04,3.53,0.949,1375
2025-01-09T00:00:00.000Z,1.4,4.43,2.4,2.08,2.83,0.53,1380
2025-01-10T00:00:00.000Z,1.55,6.75,3.1,2.2,3.94,1.059,1372
2025-01-11T00:00:00.000Z,0.5,3.4,1.5,1.2,2.08,0.552,1380
2025-01-12T00:00:00.000Z,0.6,2.27,1.17,1,1.32,0.258,1376
2025-01-13T00:00:00.000Z,0.65,5.28,1.9,1.5,2.57,0.829,1265
2025-01-14T00:00:00.000Z,0.85,3.53,1.8,1.52,2,0.35,921
2025-01-15T00:00:00.000Z,0.55,4.63,1.7,1.4,2.04,0.569,1379
2025-01-16T00:00:00.000Z,0.35,2.29,1.3,1.01,1.5,0.325,1369
2025-01-17T00:00:00.000Z,0.22,3.97,1.25,0.9,1.73,0.626,1351
2025-01-18T00:00:00.000Z,0.22,4.5,0.88,0.65,1.52,0.558,1341
2025-01-19T00:00:00.000Z,0.3,3.17,1.35,1.08,1.6,0.388,1347
2025-01-20T00:00:00.000Z,0.1,3.03,1.17,0.75,1.52,0.538,1353
2025-01-21T00:00:00.000Z,0.47,2.97,1.37,1.02,1.67,0.409,1376
2025-01-22T00:00:00.000Z,0.43,4.95,2.4,1.8,3,0.944,1358
2025-01-23T00:00:00.000Z,1.6,5.3,3.72,3.12,4.15,0.732,1356
2025-01-24T00:00:00.000Z,1.5,5,2.75,2.29,3.35,0.747,1311
2025-01-25T00:00:00.000Z,1.8,4.38,2.58,2.33,2.85,0.373,1241
2025-01-26T00:00:00.000Z,1.25,3.92,2.4,1.7,3,0.678,451
2025-01-27T00:00:00.000Z,1.3,4.55,2.29,1.98,2.7,0.592,1126
2025-01-28T00:00:00.000Z,2.1,6.05,3.33,2.95,4.09,0.749,1418
2025-01-29T00:00:00.000Z,2.25,7.68,5.88,4.72,6.4,1.278,1288
2025-01-30T00:00:00.000Z,0.2,4.3,1.9,0.85,3,1.149,1005
2025-01-31T00:00:00.000Z,0.8,7.93,2.08,1.7,3,0.883,1098
2025-02-01T00:00:00.000Z,0.4,3.13,1.1,0.9,1.3,0.377,847
2025-02-02T00:00:00.000Z,0.3,3.53,0.95,0.77,1.12,0.363,1190
2025-02-03T00:00:00.000Z,0.35,3.58,1.7,1.4,2,0.451,1379
2025-02-04T00:00:00.000Z,1.6,5.32,2.97,2.47,3.4,0.652,1378
2025-02-05T00:00:00.000Z,1.6,6.25,3.47,2.29,4.28,1.156,1382
2025-02-06T00:00:00.000Z,1.48,6,3.22,2.08,3.88,1.059,1371
2025-02-07T00:00:00.000Z,2.7,5.35,3.6,3.35,3.88,0.448,1187
2025-02-08T00:00:00.000Z,3.88,12.2,6.15,5.25,7.34,1.662,1257
2025-02-09T00:00:00.000Z,3.17,8.68,4.65,4.28,5.18,0.841,1249
2025-02-10T00:00:00.000Z,2.17,6.78,3.7,2.97,4.72,0.995,1327
2025-02-11T00:00:00.000Z,1.5,5.68,2.83,2.2,3.35,0.931,696
2025-02-12T00:00:00.000Z,2.4,6.3,3.6,3.25,4,0.599,1209
2025-02-13T00:00:00.000Z,1.7,5.97,3.25,2.8,3.63,0.72,1162
2025-02-14T00:00:00.000Z,0.73,2.7,1.85,1.6,2,0.302,645
2025-02-15T00:00:00.000Z,0.65,3,1.73,1.5,1.95,0.322,1028
2025-02-16T00:00:00.000Z,0.8,3.97,1.55,1.35,1.9,0.474,769
2025-02-17T00:00:00.000Z,1.23,4.03,2.33,2,2.8,0.496,856
2025-02-18T00:00:00.000Z,0.5,2.38,1.25,1.1,1.4,0.257,1006
2025-02-19T00:00:00.000Z,0.55,5.53,1.4,1.25,1.63,0.673,1361
2025-02-20T00:00:00.000Z,1.02,7.5,1.65,1.48,1.9,0.457,1337
2025-02-21T00:00:00.000Z,1,5.13,1.9,1.7,2.75,0.891,1333
2025-02-22T00:00:00.000Z,1.4,4.34,2.54,1.9,2.9,0.56,1360
2025-02-23T00:00:00.000Z,2.67,10.02,3.75,3.4,4.43,1.137,1365
2025-02-24T00:00:00.000Z,2.92,8.44,5.88,4.68,6.35,1.153,1354
2025-02-25T00:00:00.000Z,4.38,11.55,5.85,5.25,7.93,1.671,1334
2025-02-26T00:00:00.000Z,3.95,12.57,5.68,4.9,6.7,1.331,1334
2025-02-27T00:00:00.000Z,4.22,14,7.45,6.72,8.26,1.668,976
2025-02-28T00:00:00.000Z,3.67,10.18,7.05,5.6,7.57,1.325,235
2025-03-01T00:00:00.000Z,1.17,9.75,2.29,1.77,2.9,0.977,917
2025-03-02T00:00:00.000Z,0.85,5.03,2.88,1.7,3.22,0.872,1374
2025-03-03T00:00:00.000Z,0.56,4.78,1.52,1.3,1.8,0.757,1347
2025-03-04T00:00:00.000Z,0.1,3.72,1.09,0.85,1.3,0.359,1346
2025-03-05T00:00:00.000Z,0.22,3.47,1.5,1.12,1.97,0.548,1365
2025-03-06T00:00:00.000Z,1.5,3.13,2,1.88,2.13,0.245,356
2025-03-07T00:00:00.000Z,0,10.73,1.27,0.65,1.92,1.364,926
2025-03-08T00:00:00.000Z,0.45,10.19,2.63,1.8,4.5,2.473,1343
2025-03-09T00:00:00.000Z,0.43,9.9,1.3,0.97,1.6,1.284,1297
2025-03-10T00:00:00.000Z,1.1,23.6,1.8,1.6,2.4,1.443,1338
2025-03-11T00:00:00.000Z,1.4,3.45,2.04,1.9,2.22,0.323,1360
2025-03-12T00:00:00.000Z,0.85,2.33,1.48,1.33,1.6,0.204,1370
2025-03-13T00:00:00.000Z,1.5,6.75,4.43,3.9,5.32,1.181,881
2025-03-14T00:00:00.000Z,0.5,4.2,1.6,1.2,1.9,0.78,571
2025-03-15T00:00:00.000Z,0.5,1.1,0.8,0.73,0.98,0.167,15
2025-03-18T00:00:00.000Z,0.5,2.6,1.5,1.05,2.13,0.593,159
2025-03-19T00:00:00.000Z,0,8,0.9,0.6,1.2,0.882,1312
2025-03-20T00:00:00.000Z,0.56,3.33,1.49,1.2,2.29,0.636,1306
2025-03-21T00:00:00.000Z,0.52,10.43,2,1.5,3.05,1.147,1352
2025-03-22T00:00:00.000Z,1.25,30.55,2.2,1.8,3.1,3.074,1313
2025-03-23T00:00:00.000Z,0.8,20.14,2.38,1.8,2.9,2.225,1307
2025-03-24T00:00:00.000Z,1.4,5.82,2.78,2.29,3.33,0.799,1409
2025-03-25T00:00:00.000Z,1.52,7.3,4.43,4.03,4.9,1.049,1407
2025-03-26T00:00:00.000Z,2.42,6.4,3.8,3.5,4.3,0.636,1384
2025-03-27T00:00:00.000Z,2.42,5.15,3.53,3.2,3.85,0.448,524
2025-03-28T00:00:00.000Z,1.23,5.45,2.17,1.98,2.4,0.442,1070
2025-03-29T00:00:00.000Z,1.6,40.04,3.16,2.63,3.83,4.653,1254
2025-03-30T00:00:00.000Z,1.77,5.32,2.47,2.2,2.85,0.487,776
2025-03-31T00:00:00.000Z,2.1,5.55,3.22,2.8,3.65,0.561,1228
2025-04-01T00:00:00.000Z,2.8,21.6,4.13,3.6,4.55,1.439,472
2025-04-02T00:00:00.000Z,1,2.29,1.5,1.35,1.6,0.191,424
2025-04-03T00:00:00.000Z,0.7,58.17,1.5,1.23,1.8,7.292,1298
2025-04-04T00:00:00.000Z,0.17,2.22,1.08,0.88,1.3,0.305,1372
2025-04-05T00:00:00.000Z,0.43,2.17,1,0.82,1.17,0.273,1267
2025-04-06T00:00:00.000Z,0.43,17.1,1.02,0.88,1.33,1.463,795
2025-04-07T00:00:00.000Z,0.5,5.22,1.17,1,1.4,0.524,752
2025-04-08T00:00:00.000Z,0.3,39.08,1.14,0.85,1.5,4.564,1283
2025-04-09T00:00:00.000Z,0.05,2.22,0.88,0.6,1.3,0.436,1324
2025-04-10T00:00:00.000Z,0.05,1.63,0.8,0.65,1,0.254,1386
2025-04-11T00:00:00.000Z,0.4,1.75,0.98,0.85,1.1,0.199,1376
2025-04-12T00:00:00.000Z,0.5,2.92,1.4,1.14,1.8,0.396,1392
2025-04-13T00:00:00.000Z,0.98,15.52,1.6,1.5,1.85,1.587,1198
2025-04-14T00:00:00.000Z,1.2,5.4,2.4,2,3.08,0.839,1355
2025-04-15T00:00:00.000Z,1.2,119.03,3.45,1.77,5.07,19.954,1293
2025-04-16T00:00:00.000Z,1.7,117.78,2.67,2.25,3.33,21.954,1088
2025-04-17T00:00:00.000Z,1.58,4.09,2.4,2.17,2.7,0.415,1239
2025-04-18T00:00:00.000Z,2.15,192.07,3.6,3.2,4.75,37.76,1321
2025-04-19T00:00:00.000Z,0.3,7.1,4.2,2.39,4.59,1.525,1104
2025-04-20T00:00:00.000Z,0.38,8.88,1.8,1.02,2.63,1.165,1401
2025-04-21T00:00:00.000Z,0.47,3.15,1.2,1,1.88,0.563,1405
2025-04-22T00:00:00.000Z,0.7,3.22,1.5,1.3,1.75,0.324,1408
2025-04-23T00:00:00.000Z,1.2,3.08,1.9,1.7,2.17,0.349,1407
2025-04-24T00:00:00.000Z,0.35,16.14,1.25,0.93,2.2,1.435,1298
2025-04-25T00:00:00.000Z,0.9,3.47,1.4,1.3,1.6,0.319,1382
2025-04-26T00:00:00.000Z,0.38,6,1.2,1.05,1.35,0.544,1393
2025-04-27T00:00:00.000Z,0.4,32.13,1.1,0.93,1.3,4.611,1326
2025-04-28T00:00:00.000Z,0.52,3.08,1.5,1.2,1.77,0.362,1404
2025-04-29T00:00:00.000Z,0.25,2.17,1.1,0.93,1.3,0.307,1401
2025-04-30T00:00:00.000Z,0.65,17.13,1.48,1.3,1.7,1.75,1354
2025-05-01T00:00:00.000Z,1.14,119.53,1.7,1.52,2.04,23.413,1363
2025-05-02T00:00:00.000Z,0.77,4.9,1.52,1.3,1.8,0.394,1231
2025-05-03T00:00:00.000Z,0.28,53.72,0.93,0.75,1.5,9.067,1117
2025-05-04T00:00:00.000Z,0.25,59.65,1.1,0.8,1.58,7.266,1348
2025-05-05T00:00:00.000Z,0.2,2.58,0.95,0.8,1.1,0.233,1405
2025-05-06T00:00:00.000Z,0.15,2.29,1.2,1.08,1.4,0.276,1381
2025-05-07T00:00:00.000Z,0.28,2.4,1.3,1,1.5,0.353,1405
2025-05-08T00:00:00.000Z,0.88,5.28,1.65,1.4,1.85,0.485,1387
2025-05-09T00:00:00.000Z,1.2,159.18,1.9,1.7,2.83,22.087,1335
2025-05-10T00:00:00.000Z,1.48,5.5,2.52,2.17,2.8,0.511,1380
2025-05-11T00:00:00.000Z,1.1,71,2.5,1.84,3.26,8.285,1336
2025-05-12T00:00:00.000Z,2.1,205,3,2.7,3.7,32.949,1354
2025-05-13T00:00:00.000Z,1.77,128,2.4,2.2,2.8,18.89,1334
2025-05-14T00:00:00.000Z,1.2,4.32,2.2,1.83,2.83,0.628,1398
2025-05-15T00:00:00.000Z,0.75,227.95,2.17,1.85,3.67,44.566,1352
2025-05-16T00:00:00.000Z,0.7,25.88,1.7,1.45,2.2,2.035,1287
2025-05-17T00:00:00.000Z,0.6,163.25,2.17,1.4,3.62,28.707,1329
2025-05-18T00:00:00.000Z,1.4,12.25,2.13,1.9,2.42,1.265,1294
2025-05-19T00:00:00.000Z,0.7,438.92,1.6,1.3,2.1,85.358,1341
2025-05-20T00:00:00.000Z,0.9,360.95,1.92,1.52,2.38,74.309,1344
2025-05-21T00:00:00.000Z,0.13,157.3,0.99,0.65,1.5,25.786,1348
2025-05-22T00:00:00.000Z,0.9,55.4,1.65,1.4,2.08,7.495,1322
2025-05-23T00:00:00.000Z,1.38,4.43,2.54,1.9,3,0.663,1364
2025-05-24T00:00:00.000Z,1.5,257.58,3,2.29,4.2,55.333,1331
2025-05-25T00:00:00.000Z,0.75,6.78,1.87,1.4,4.75,1.824,1378
2025-05-26T00:00:00.000Z,0.6,5.88,1.8,1.4,2.85,1.216,1404
2025-05-27T00:00:00.000Z,0.8,34.79,2.58,1.8,3,5.387,1277
2025-05-28T00:00:00.000Z,2.04,4.7,2.9,2.6,3.2,0.464,1403
2025-05-29T00:00:00.000Z,4,10.05,7.38,5.85,8.43,1.504,530
2025-05-30T00:00:00.000Z,3.85,6.6,5.07,4.65,5.47,0.524,199
2025-05-31T00:00:00.000Z,0.4,227.2,2.27,1.38,4.68,43.989,1334
2025-06-01T00:00:00.000Z,0.3,200.73,1,0.82,1.29,44.226,1353
2025-06-02T00:00:00.000Z,0.88,3.3,1.6,1.4,1.95,0.41,1301
2025-06-03T00:00:00.000Z,0.98,215.8,2.2,1.73,2.6,43.593,1335
2025-06-04T00:00:00.000Z,0.98,113.15,1.85,1.5,2.5,22.752,1304
2025-06-05T00:00:00.000Z,1.5,6.25,2.83,2.2,4.38,1.17,1358
2025-06-06T00:00:00.000Z,1.1,8.3,2,1.6,3.25,1.692,1389
2025-06-07T00:00:00.000Z,1.2,4.32,2.33,1.85,3.05,0.685,1335
